Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",7:00 PM,Away,Mount Mercy,Cedar Rapids,,,"L,0-7",Box Score
"September 3, 2017 (Sunday)",12:00 PM,Home,Edgewood College,Mount Vernon,,,"L,0-1",Box Score
"September 7, 2017 (Thursday)",7:00 PM,Away,Dubuque,Dubuque,,,"L,0-2",Box Score
"September 9, 2017 (Saturday)",12:00 PM,Away,Trinity International,"Deerfield, Ill.",,,"L,1-4",Box Score
"September 13, 2017 (Wednesday)",4:30 PM,Home,Coe College,Mount Vernon,,,"L,2-5",Box Score
"September 15, 2017 (Friday)",4:30 PM,Home,Webster University,Mount Vernon,,,"L,1-4",Box Score
"September 17, 2017 (Sunday)",1:00 PM,Away,Nebraska Wesleyan,"Lincoln, Neb.",,,"L,0-4",Box Score
"September 21, 2017 (Thursday)",7:00 PM,Away,Simpson College,Indianola,,,"W,5-0",Box Score
"September 23, 2017 (Saturday)",1:00 PM,Home,Lake Forest,Mount Vernon,,,"L,2-4",Box Score
"September 24, 2017 (Sunday)",1:00 PM,Home,Ripon College,Mount Vernon,,,"L,1-2",Box Score
"September 30, 2017 (Saturday)",1:00 PM,Away,Beloit,"Beloit, Wis.",,,"W,1-0",Box Score
"October 4, 2017 (Wednesday)",4:30 PM,Home,Monmouth,Mount Vernon,,,"L,1-2",Box Score
"October 7, 2017 (Saturday)",1:00 PM,Away,Central,Pella,,,"L,0-5",Box Score
"October 11, 2017 (Wednesday)",4:30 PM,Home,UW-Platteville,Mount Vernon,,,"L,1-5",Box Score
"October 14, 2017 (Saturday)",1:00 PM,Away,Lawrence,"Appleton, Wis.",,,"W,4-1",Box Score
"October 15, 2017 (Sunday)",1:00 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,2-5",Box Score
"October 21, 2017 (Saturday)",1:00 PM,Away,Knox College,"Galesburg, Ill.",,,"L,0-2",Box Score
"October 25, 2017 (Wednesday)",4:00 PM,Away,Grinnell,Grinnell,,,"W,3-2",Box Score
"October 28, 2017 (Saturday)",1:00 PM,Home,Illinois College,Mount Vernon,,,"W,2-1(OT)",Box Score
