Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",,Home,Rockford University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-0",
"September 1, 2017 (Friday)",,Home,UW-Stout,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-3",
"September 1, 2017 (Friday)",,Home,Wisconsin Lutheran College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-225-22, 19-25, 25-15, 21-25, 15-9",
"September 2, 2017 (Saturday)",,Home,Wisconsin Lutheran College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-3",
"September 5, 2017 (Tuesday)",,Away,Alverno College,"Milwaukee, Wis.",,,"L,2-325-14, 19-25, 26-24, 21-25, 9-15",
"September 8, 2017 (Friday)",,Home,Maranatha Baptist  University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,1-321-25, 25-20, 19-25, 22-25",
"September 8, 2017 (Friday)",,Away,Milwaukee School of Engineering,"Milwaukee, Wis.",,,"L,1-318-25, 23-25, 25-21, 21-25",
"September 9, 2017 (Saturday)",,Home,Alverno College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-118-25, 25-18, 25-13, 25-18",
"September 9, 2017 (Saturday)",,Home,Central College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-314-25, 24-26, 15-25",
"September 16, 2017 (Saturday)",,Home,Hiram College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-312-25, 14-25, 16-25",
"September 16, 2017 (Saturday)",,Home,Albion College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-325-19, 25-23, 22-25, 18-25, 14-25",
"September 16, 2017 (Saturday)",,Away,Kalamazoo College,"Kalamazoo, Mich.",,,"L,1-312-25, 25-22, 18-25, 14-25",
"September 23, 2017 (Saturday)",,Home,Mount Mary University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-9, 25-21, 25-9",
"September 23, 2017 (Saturday)",,Home,Alverno College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-10, 25-19, 25-22",
"September 26, 2017 (Tuesday)",,Away,Rockford University,"Rockford, Ill.",,,"W,3-125-19, 22-25, 25-23, 25-23",
"October 1, 2017 (Sunday)",,Home,Monmouth College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-320-25, 20-25, 25-21, 25-21, 11-15",
"October 3, 2017 (Tuesday)",,Home,Manchester University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,1-327-29, 25-16, 21-25, 19-25",
"October 6, 2017 (Friday)",,Away,Grinnell College,"Grinnell, Iowa",,,"W,3-222-25, 25-19, 14-25, 25-22, 19-17",
"October 7, 2017 (Saturday)",,Away,Cornell College,"Mount Vernon, Iowa",,,"L,0-313-25, 19-25, 16-25",
"October 10, 2017 (Tuesday)",,Away,Lawrence University,"Appleton, Wis.",,,"L,0-313-25, 14-25, 20-25",
"October 14, 2017 (Saturday)",,Home,Ripon College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-325-20, 18-25, 17-25, 26-24, 14-16",
"October 20, 2017 (Friday)",,Home,Knox College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-23, 25-14, 25-18",
"October 21, 2017 (Saturday)",,Home,Illinois College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-318-25, 25-23, 22-25, 26-24, 7-15",
"October 24, 2017 (Tuesday)",,Home,Lake Forest College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-125-19, 19-25, 25-18, 25-23",
"October 27, 2017 (Friday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,0-316-25, 12-25, 20-25",
