Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2004 (Friday)",4:30 p.m.,Neutral,Anderson University (IN),"Kalamazoo, MI",,,Hornet Invitational,"L,0-3",
"September 3, 2004 (Friday)",6:30 p.m.,Away,Kalamazoo College,"Kalamazoo, MI",,,Hornet Invitational,"L,1-3",
"September 4, 2004 (Saturday)",10:00 a.m.,Neutral,Albion College,"Kalamazoo, MI",,,Hornet Invitational,"W,3-0",
"September 4, 2004 (Saturday)",2:00 p.m.,Neutral,Adrian College,"Kalamazoo, MI",,,Hornet Invitational,"W,3-1",
"September 7, 2004 (Tuesday)",7:00 p.m.,Home,Aurora University,"Lake Forest, IL",,,,"W,3-0",
"September 11, 2004 (Saturday)",10:00 a.m.,Home,Benedictine University,"Lake Forest, IL",,,Red & Black Triangular,"W,3-1",
"September 11, 2004 (Saturday)",2:00 p.m.,Home,North Central College,"Lake Forest, IL",,,Red & Black Triangular,"W,3-0",
"September 16, 2004 (Thursday)",7:00 p.m.,Away,Dominican University (Ill.),"River Forest, IL",,,,"L,0-3",
"September 18, 2004 (Saturday)",10:00 a.m.,Neutral,Hope College,"Wheaton, IL",,,Thunder Classic,"L,1-3",
"September 18, 2004 (Saturday)",12:00 p.m.,Neutral,Aurora University,"Wheaton, IL",,,Thunder Classic,"W,3-0",
"September 18, 2004 (Saturday)",2:30 p.m.,Neutral,Benedictine University,"Wheaton, IL",,,Thunder Classic,"L,0-3",
"September 21, 2004 (Tuesday)",7:00 p.m.,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"L,0-3",
"September 23, 2004 (Thursday)",7:00 p.m.,Home,University of Dubuque,"Lake Forest, IL",,,,"W,3-0",
"September 25, 2004 (Saturday)",12:00 p.m.,Neutral,Ripon College,"Beloit, WI",,,Midwest Conference Crossover,"W,3-1",
"September 25, 2004 (Saturday)",4:00 p.m.,Neutral,St. Norbert College,"Beloit, WI",,,Midwest Conference Crossover,"L,2-3",
"September 25, 2004 (Saturday)",6:00 p.m.,Away,Beloit College,"Beloit, WI",,,Midwest Conference Crossover,"L,2-3",
"September 26, 2004 (Sunday)",10:00 a.m.,Neutral,Lawrence University,"Beloit, WI",,,Midwest Conference Crossover,"W,3-0",
"September 26, 2004 (Sunday)",2:00 p.m.,Neutral,Carroll University,"Beloit, WI",,,Midwest Conference Crossover,"W,3-0",
"October 1, 2004 (Friday)",7:00 p.m.,Home,Knox College,"Lake Forest, IL",,,,"W,3-0",
"October 2, 2004 (Saturday)",10 am,Home,Concordia Chicago,,,,,"W,3-0",
"October 2, 2004 (Saturday)",12:00 p.m.,Home,Beloit College,"Lake Forest, IL",,,Forester Invitational,"W,3-1",
"October 2, 2004 (Saturday)",4:00 p.m.,Home,Coe College,"Lake Forest, IL",,,Forester Invitational,"W,3-0",
"October 7, 2004 (Thursday)",7:00 p.m.,Home,University of Chicago,"Lake Forest, IL",,,,"L,2-3",
"October 12, 2004 (Tuesday)",7:00 p.m.,Away,Carthage College,"Kenosha, WI",,,,"L,1-3",
"October 15, 2004 (Friday)",7:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,3-2",
"October 16, 2004 (Saturday)",12:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,2-3",
"October 23, 2004 (Saturday)",1:00 p.m.,Home,Grinnell College,"Lake Forest, IL",,,,"W,3-0",
"October 26, 2004 (Tuesday)",7:00 p.m.,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"W,3-1",
"October 28, 2004 (Thursday)",7:00 p.m.,Away,Elmhurst University,"Elmhurst, IL",,,,"L,1-3",
"October 30, 2004 (Saturday)",10 am,Home,Concordia Chicago,,,,,"W,3-1",
"November 5, 2004 (Friday)",12:00 p.m.,Neutral,Beloit College,"Jacksonville, IL",,,Midwest Conference Tournament,"W,3-2",
"November 6, 2004 (Saturday)",10:00 a.m.,Neutral,Ripon College,"Jacksonville, IL",,,Midwest Conference Tournament,"W,3-1",
"November 6, 2004 (Saturday)",2:00 p.m.,Neutral,St. Norbert College,"Jacksonville, IL",,,Midwest Conference Tournament,"L,0-3",
