Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Holtzman, Gwen",SO-2,10.66,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Bresnahan, Cara",SO-2,10.84,2017 Darren Young Classic,"Feb 11, 2017"
,"Bresnahan, Cara",SO-2,10.88,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Holtzman, Gwen",SO-2,10.98,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Holtzman, Gwen",SO-2,11.0,2017 Darren Young Classic,"Feb 11, 2017"
,"Holtzman, Gwen",SO-2,11.03,Wartburg Indoor Invite,"Feb 18, 2017"
,"Bresnahan, Cara",SO-2,11.17,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Holtzman, Gwen",SO-2,11.2,2017 Hilltop Invitational,"Jan 28, 2017"
,"Holtzman, Gwen",SO-2,11.24,2017 Hilltop Invitational,"Jan 28, 2017"
,"Bresnahan, Cara",SO-2,11.48,Wartburg Indoor Invite,"Feb 18, 2017"
