Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:18.99,"Maddaus, Holtzman, Schmiechen, Young",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,4:19.11,"Maddaus, Holtzman, Schmiechen, Young",Wartburg Indoor Invite,"Feb 18, 2017"
,4:26.59,"Holtzman, Maddaus, Schmiechen, Young",2017 Darren Young Classic,"Feb 11, 2017"
,4:42.28,"Maddaus, Bresnahan, Martin, Schmiechen",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,4:43.05,"Burgess, Fujiwara, Teagle, Yndestad",2017 Darren Young Classic,"Feb 11, 2017"
