Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Peckham, Carolyn",SR-4,2.95m,"9' 8""",2017 Darren Young Classic,"Feb 11, 2017"
,"McConnell, Samantha",JR-3,2.90m,"9' 6.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Peckham, Carolyn",SR-4,2.89m,"9' 5.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Peckham, Carolyn",SR-4,2.87m,"9' 5""",Wartburg Indoor Invite,"Feb 18, 2017"
,"Peckham, Carolyn",SR-4,2.80m,"9' 2.25""",2017 Darren Young Classic,"Feb 11, 2017"
,"Peckham, Carolyn",SR-4,2.75m,"9' 0.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Peckham, Carolyn",SR-4,2.75m,"9' 0.25""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"McConnell, Samantha",JR-3,2.75m,"9' 0.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"LaVerdiere, Tori",FR-1,2.74m,"8' 11.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"McConnell, Samantha",JR-3,2.74m,"8' 11.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Peckham, Carolyn",SR-4,2.74m,"8' 11.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Peckham, Carolyn",SR-4,2.72m,"8' 11""",Wartburg Indoor Invite,"Feb 18, 2017"
,"Peckham, Carolyn",SR-4,2.65m,"8' 8.25""",2017 Darren Young Classic,"Feb 11, 2017"
,"Peckham, Carolyn",SR-4,2.60m,"8' 6.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Peckham, Carolyn",SR-4,2.60m,"8' 6.25""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"LaVerdiere, Tori",FR-1,2.59m,"8' 6""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"LaVerdiere, Tori",,2.57m,"8' 5.25""",Wartburg Indoor Invite,"Feb 18, 2017"
,"LaVerdiere, Tori",FR-1,2.50m,"8' 2.5""",2017 Darren Young Classic,"Feb 11, 2017"
,"LaVerdiere, Tori",,2.45m,"8' 0.5""",2017 Hilltop Invitational,"Jan 28, 2017"
,"LaVerdiere, Tori",,2.45m,"8' 0.5""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"LaVerdiere, Tori",FR-1,2.44m,"8' 0""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"LaVerdiere, Tori",,2.42m,"7' 11.25""",Wartburg Indoor Invite,"Feb 18, 2017"
,"LaVerdiere, Tori",FR-1,2.35m,"7' 8.5""",2017 Darren Young Classic,"Feb 11, 2017"
,"LaVerdiere, Tori",,2.30m,"7' 6.5""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"LaVerdiere, Tori",,2.30m,"7' 6.5""",2017 Hilltop Invitational,"Jan 28, 2017"
,"LaVerdiere, Tori",FR-1,2.29m,"7' 6""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"LaVerdiere, Tori",,2.27m,"7' 5.25""",Wartburg Indoor Invite,"Feb 18, 2017"
,"LaVerdiere, Tori",FR-1,2.19m,"7' 2.25""",2017 Darren Young Classic,"Feb 11, 2017"
