Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:53.40,"Maddaus, Nguyen, Martin, McMillan",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,1:54.65,"Maddaus, Nguyen, Martin, Schmiechen",2017 Darren Young Classic,"Feb 11, 2017"
,1:55.80,"Maddaus, Nguyen, Bresnahan, Martin",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,1:56.78,"Maddaus, Nguyen, Alvarez, Schmiechen",Wartburg Indoor Invite,"Feb 18, 2017"
,1:59.33,"Alvarez, Bambi, Holtzman, Schmiechen",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,2:00.91,"Maddaus, Bresnahan, Alvarez, Martin",2017 Hilltop Invitational,"Jan 28, 2017"
,2:01.17,"Bambi, Schmiechen, Holtzman, Schmiechen",2017 Hilltop Invitational,"Jan 28, 2017"
