Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Staker, Sadie",SR-4,1:08.85,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Goodman, Jessie",SO-2,1:09.94,Midwest Conference Outdoor Championships,"May 10, 2024"
