Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",,35.82m,"117' 6""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,35.82m,"117' 6""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,34.55m,"113' 4""",Midwest Conference Championship,"May 13, 2011"
,"Kubicek, Heather",,34.43m,"112' 11""",Dick Young Classic,"Apr 23, 2011"
,"Kubicek, Heather",,34.43m,"112' 11""",Dick Young Classic,"Apr 23, 2011"
,"Young, Jordan",,33.87m,"111' 1""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,31.68m,"103' 11""",Cornell Invitational,"Apr 9, 2011"
,"Kubicek, Heather",,29.52m,"96' 10""",Monmouth Scots Invite,"May 7, 2011"
,"Kubicek, Heather",,29.23m,"95' 11""",Cornell Invitational,"Apr 9, 2011"
,"Kubicek, Heather",,28.73m,"94' 3""",Monmouth Scots Invite,"May 7, 2011"
,"Young, Jordan",,28.06m,"92' 1""",Dick Young Classic,"Apr 23, 2011"
,"Young, Jordan",,28.06m,"92' 1""",Dick Young Classic,"Apr 23, 2011"
,"Baranshamaje, Nadine",SR-4,16.45m,"54' 0""",Monmouth Scots Invite,"May 7, 2011"
