Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",,34.10m,"111' 10""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,34.10m,"111' 10""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,32.57m,"106' 10""",Dick Young Classic,"Apr 23, 2011"
,"Young, Jordan",,32.57m,"106' 10""",Dick Young Classic,"Apr 23, 2011"
,"Miller, Isabelle",,32.55m,"106' 9""",Midwest Conference Championship,"May 13, 2011"
,"Young, Jordan",,31.41m,"103' 1""",Cornell Invitational,"Apr 9, 2011"
,"Miller, Isabelle",,30.68m,"100' 8""",Monmouth Scots Invite,"May 7, 2011"
,"Huey, Megan",,30.28m,"99' 4""",Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Huey, Megan",,30.14m,"98' 11""",Midwest Conference Championship,"May 13, 2011"
,"Huey, Megan",,29.14m,"95' 7""",Monmouth Scots Invite,"May 7, 2011"
,"Huey, Megan",,28.98m,"95' 1""",Dick Young Classic,"Apr 23, 2011"
,"Huey, Megan",,28.28m,"92' 9""",Dick Young Classic,"Apr 23, 2011"
,"Miller, Isabelle",,28.24m,"92' 8""",Monmouth Scots Invite,"May 7, 2011"
,"Huey, Megan",,27.61m,"90' 7""",Monmouth Scots Invite,"May 7, 2011"
,"Huey, Megan",,27.41m,"89' 11""",Monmouth Scots Invite,"May 7, 2011"
,"Young, Jordan",,26.26m,"86' 2""",Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Kubicek, Heather",,18.51m,"60' 9""",Cornell Invitational,"Apr 9, 2011"
,"Kubicek, Heather",,17.37m,"57' 0""",Dick Young Classic,"Apr 23, 2011"
