Unnamed: 0,Time,Athletes,Meet,Meet Date
,52.48,,Midwest Conference Championship,"May 13, 2011"
,52.88,,Monmouth Scots Invite,"May 7, 2011"
,53.11,"Clennon, Ajinjeru, Miller, Graber",Dick Young Classic,"Apr 23, 2011"
,54.94,"Clennon, Ajinjeru, Miller, Graber",2011 Jim Duncan Invitational,"Apr 15, 2011"
,1:00.98,,Monmouth Scots Invite,"May 7, 2011"
,1:01.16,"Fenster, Mitchell, Nahib, Hasan",Dick Young Classic,"Apr 23, 2011"
,1:01.50,"Young, Baranshamaje, Kubicek, Huey",Dick Young Classic,"Apr 23, 2011"
