Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ajinjeru, Christine",,59.60,Midwest Conference Championship,"May 13, 2011"
,"Ajinjeru, Christine",,59.69,Midwest Conference Championship,"May 13, 2011"
,"Miller, Isabelle",,59.93,Kip Janvrin Open,"Apr 28, 2011"
,"Miller, Isabelle",,1:00.05,Midwest Conference Championship,"May 13, 2011"
,"Miller, Isabelle",,1:00.06,Midwest Conference Championship,"May 13, 2011"
,"Ajinjeru, Christine",,1:00.13,Dick Young Classic,"Apr 23, 2011"
,"Ajinjeru, Christine",,1:01.28,Kip Janvrin Open,"Apr 28, 2011"
,"Ajinjeru, Christine",,1:01.46,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Ajinjeru, Christine",,1:01.61,Cornell Invitational,"Apr 9, 2011"
,"Ajinjeru, Christine",,1:02.07,2011 Jim Duncan Invitational,"Apr 15, 2011"
,"Bates, Samantha",,1:05.93,Midwest Conference Championship,"May 13, 2011"
,"Nahib, Nilob",,1:15.79,Monmouth Scots Invite,"May 7, 2011"
,"Nahib, Nilob",,1:17.01,Kip Janvrin Open,"Apr 28, 2011"
,"Nahib, Nilob",,1:20.13,Dick Young Classic,"Apr 23, 2011"
