0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,,,Low Tournaments,Low Tournaments,Low Tournaments,Low Tournaments,Low,Par/-,Finish Top,Finish Top,Finish Top,Finish Top,,,
Season,Rounds,Strokes,72-holes,54-holes,36-holes,18-holes,Round,Rounds,Events,1,5,10,W-L,W-L%,Average
2015-16,14,1065,-,241,143,77,70,5,7,4,6,6,402-30,.931,76.1
2016-17,14,1054,-,221,148,74,73,1,8,2,7,8,337-15,.957,75.3
2017-18,11,844,-,232,148,71,71,1,7,2,5,6,284-8,.973,76.7
Totals,39,2963,-,221,143,71,70,7,22,8,18,20,1023-53,.951,76.0
