Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",5 pm,Away,Coe,,,,"T,0-0",
"September 5, 2015 (Saturday)",6 pm,Home,Aurora,,,,"L,0-2",Box Score
"September 8, 2015 (Tuesday)",3 pm,Away,Maranatha Baptist,,,,"L,1-3",Box Score
"September 12, 2015 (Saturday)",4 pm,Home,Wis. Lutheran,,,,"L,0-1",Box Score
"September 15, 2015 (Tuesday)",4:30 pm,Home,Lakeland,,,,"W,2-0",Box Score
"September 19, 2015 (Saturday)",5 pm,Home,Carroll (Wis.),,,,"L,0-2",
"September 22, 2015 (Tuesday)",7 pm,Away,Marian (Wis.),,,,"L,2-4",Box Score
"September 27, 2015 (Sunday)",1 pm,Away,Wis.-Superior,,,,"L,0-1",Box Score
"September 29, 2015 (Tuesday)",7 pm,Home,Concordia (Wis.),,,,"L,1-2",Box Score
"October 3, 2015 (Saturday)",1:30 pm,Away,Illinois Col.,,,,"L,0-1",
"October 4, 2015 (Sunday)",1:30 pm,Away,Knox,,,,"L,1-4",
"October 10, 2015 (Saturday)",3:30 pm,Away,Beloit,,,,"W,1-0",
"October 14, 2015 (Wednesday)",5 pm,Away,St. Norbert,,,,"L,0-5",
"October 17, 2015 (Saturday)",1:30 pm,Home,Grinnell,,,,"L,0-1",Box Score
"October 18, 2015 (Sunday)",1:30 pm,Home,Cornell College,,,,"L,0-1",
"October 21, 2015 (Wednesday)",7 pm,Home,Ripon,,,,"W,2-1",
"October 25, 2015 (Sunday)",3:30 pm,Away,Lake Forest,,,,"L,0-2",Box Score
"October 31, 2015 (Saturday)",1:30 pm,Home,Monmouth (Ill.),,,,"W,1-0",
