0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,,,Low Tournaments,Low Tournaments,Low Tournaments,Low Tournaments,Low,Par/-,Finish Top,Finish Top,Finish Top,Finish Top,,,
Season,Rounds,Strokes,72-holes,54-holes,36-holes,18-holes,Round,Rounds,Events,1,5,10,W-L,W-L%,Average
2019-20,9,770,-,-,160,88,79,-,5,-,-,-,174-190,.478,85.6
2020-21,9,781,-,-,164,86,78,-,5,-,-,3,86-33,.723,86.8
2021-22,7,621,-,-,169,98,83,-,4,-,-,-,54-142,.276,88.7
Totals,25,2172,-,-,160,86,78,-,14,-,-,3,314-365,.462,86.9
