0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,,,Low Tournaments,Low Tournaments,Low Tournaments,Low Tournaments,Low,Par/-,Finish Top,Finish Top,Finish Top,Finish Top,,,
Season,Rounds,Strokes,72-holes,54-holes,36-holes,18-holes,Round,Rounds,Events,1,5,10,W-L,W-L%,Average
2019-20,9,742,-,-,163,82,80,-,5,-,-,1,232-132,.637,82.4
2020-21,6,516,-,-,171,81,81,-,4,-,1,2,80-39,.672,86.0
2021-22,12,948,-,-,155,78,76,-,7,1,1,3,284-119,.705,79.0
Totals,27,2206,-,-,155,78,76,-,16,1,2,6,596-290,.673,81.7
