0,1,2,3,4,5
Grinnell College,325,318,643,83,2nd
Nina Kouchi,77,72,149,9,1st
Danielle Oberlander,81,76,157,17,2nd
Zoe Robinson#,86,78,164,24,8th
Lauren Chen,82,84,166,26,t-10th
Aubrie Torhorst,85,86,171,31,t-17th
Lexi Mueldener,85,88,173,33,t-21st
