Player,Longest,Current
"Hager, Jack",10,3
"Cabrera, Julian",9,1
"Daniel, Noah",8,8
"King, Cooper",4,-
"McNitt, Quinton",4,3
"Inaba, Matthew",4,4
"Czajkowski, Kory",3,1
"Guieb, Riley",3,3
"Richman, Will",3,-
"LeSher, Brady",3,1
"Koehler, Chad",3,-
"Reilly, Vince",3,3
"Gampell, Carson",2,1
"Williams, Justin",2,2
"Booth, Jared",2,-
"Jones, Zack",1,1
"Weirather, Brock",1,1
"Taylor, Zeke",1,1
"Rosol, Ryan",1,-
"Gottlieb, Jonathan",1,1
