Statistic,High,Opponent
PUTOUTS,33,Buena Vista (3/9/2019)
ASSISTS,22,Illinois College (4/28/2019)
ERRORS,5,Buena Vista (3/10/2019)
DPS TURNED,2,Knox (4/7/2019); Allegheny College (3/21/2019); Monmouth College (5/5/2019)
