Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 1997 (Saturday)",,Home,St. Norbert College,"Lake Forest, IL",,,"L,0-1",
"September 10, 1997 (Wednesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,"L,0-9",
"September 13, 1997 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,3-0",
"September 14, 1997 (Sunday)",,Away,Monmouth College,"Monmouth, IL",,,"W,4-0",
"September 17, 1997 (Wednesday)",,Away,Carthage College,"Kenosha, WI",,,"L,3-4",
"September 20, 1997 (Saturday)",,Home,Knox College,"Lake Forest, IL",,,"W,3-1",
"September 24, 1997 (Wednesday)",,Home,Lawrence University,"Lake Forest, IL",,,"L,0-2",
"October 2, 1997 (Thursday)",,Away,Carroll University,"Waukesha, WI",,,"W,1-0",
"October 4, 1997 (Saturday)",,Home,Grinnell College,"Lake Forest, IL",,,"W,3-0",
"October 5, 1997 (Sunday)",,Away,Beloit College,"Beloit, WI",,,"L,0-1",
"October 13, 1997 (Monday)",,Away,University of Chicago,"Chicago, IL",,,"L,0-1(OT)",
"October 18, 1997 (Saturday)",,Home,University of Wisconsin-Oshkosh,"Lake Forest, IL",,,"L,0-7",
"October 22, 1997 (Wednesday)",,Home,North Central College,"Lake Forest, IL",,,"W,5-0",
"October 25, 1997 (Saturday)",,Home,University of Wisconsin-Whitewater,"Lake Forest, IL",,,"L,1-4",
"October 26, 1997 (Sunday)",,Away,Ripon College,"Ripon, WI",,,"L,3-4(OT)",
"October 26, 1997 (Sunday)",,Away,Benedictine University,"Lisle, IL",,,"W,4-0",
