Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:30.70,"Pfister, Chestovich, Heagy, Fadden",Monmouth College Fighting Scots Invite,"May 4, 2024"
,3:31.87,"Pfister, Chestovich, Block, Robinson",Midwest Conference Outdoor Championships,"May 10, 2024"
,3:39.59,"Block, Heagy, Hill, Pfister",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,3:40.20,"Heagy, Block, Hill, Manza",Grinnell College Dick Young Classic,"Apr 20, 2024"
,3:42.66,"Chestovich, Mendola, Leisher, Miller",Grinnell College Dick Young Classic,"Apr 20, 2024"
,3:43.82,"Pfister, Novelle, Snyder, Williams",Grinnell College Dick Young Classic,"Apr 20, 2024"
