Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Chu, Travis",JR-3,12.65m,"41' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.80m,"38' 8.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,11.76m,"38' 7""",Midwest Conference Outdoor Championships,"May 10, 2024"
