0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Norse/Kohawk Invite,"Sep 3-4, 2022",2,87-80=167,+23,t-32nd/75
Wartburg Fall Invite,"Sep 10-11, 2022",2,85-91=176,+32,t-94th/132
St. Kate's Fall Invite,"Sep 24-25, 2022",2,89-87=176,+32,61st/83
2022 SLIAC Championships,"Oct 8-10, 2022",3,86-86-79=251,+35,t-16th/53
SEASON TOTALS,SEASON TOTALS,9,770 Avg. 85.6,+14,-
