0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Norse/Kohawk Invite,"Sep 3-4, 2022",2,74-80=154,+10,t-6th/75
Wartburg Fall Invite,"Sep 10-11, 2022",2,82-75=157,+13,t-25th/132
2022 NCAA D-III Women's Fall Preview,"Sep 18-19, 2022",2,81-81=162,+18,t-46th/94
2022 SLIAC Championships,"Oct 8-10, 2022",3,75-72-79=226,+10,t-2nd/53
Washington Univ. Spring Invitational,"Apr 1-2, 2023",2,82-79=161,+17,t-19th/75
Kathy Niepagen Spring Fling,"April 15-16, 2023",2,81-89=170,+26,t-59th/115
SEASON TOTALS,SEASON TOTALS,13,1030 Avg. 79.2,+7,-
