0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Norse/Kohawk Invite,"Sep 3-4, 2022",2,75-74=149,+5,t-2nd/75
Wartburg Fall Invite,"Sep 10-11, 2022",2,80-80=160,+16,t-35th/132
2022 NCAA D-III Women's Fall Preview,"Sep 18-19, 2022",2,75-74=149,+5,t-5th/94
St. Kate's Fall Invite,"Sep 24-25, 2022",2,78-78=156,+12,t-13th/83
2022 SLIAC Championships,"Oct 8-10, 2022",3,75-76-75=226,+10,t-2nd/53
Washington Univ. Spring Invitational,"Apr 1-2, 2023",2,90-80=170,+26,t-41st/75
Kathy Niepagen Spring Fling,"April 15-16, 2023",2,80-86=166,+22,46th/115
SEASON TOTALS,SEASON TOTALS,15,1176 Avg. 78.4,+6,-
