#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
10.0,"Maddux, Dylan 10Maddux, Dylan",8,7,580,2,4,8,10,0.2,8,0.8,0-0,1,0-0,View Bio
13.0,"Northing, Oliver 13Northing, Oliver",8,5,421,3,2,8,12,0.25,9,0.75,1-0,2,1-1,View Bio
6.0,"Serby, Zak 6Serby, Zak",8,7,649,3,1,7,18,0.167,13,0.722,1-0,0,0-0,View Bio
7.0,"Hong, Anthony 7Hong, Anthony",8,5,420,2,2,6,17,0.118,13,0.765,1-0,0,0-0,View Bio
11.0,"Gojjam, Samuel 11Gojjam, Samuel",8,5,459,2,1,5,16,0.125,7,0.438,1-0,0,0-0,View Bio
15.0,"Willoughby, Jaxon 15Willoughby, Jaxon",8,1,341,2,1,5,12,0.167,8,0.667,1-0,0,0-0,View Bio
29.0,"Oni, Demi 29Oni, Demi",8,0,308,1,2,4,10,0.1,6,0.6,0-0,0,0-0,View Bio
17.0,"Suzuki, Soma 17Suzuki, Soma",8,7,313,1,2,4,3,0.333,1,0.333,2-0,0,0-0,View Bio
16.0,"Gould, Ezra 16Gould, Ezra",8,2,411,1,1,3,5,0.2,4,0.8,0-0,1,0-0,View Bio
24.0,"Pennachio, Jack 24Pennachio, Jack",8,8,641,1,1,3,4,0.25,1,0.25,2-0,0,0-0,View Bio
28.0,"Zhou, David 28Zhou, David",1,1,42,1,0,2,2,0.5,2,1.0,0-0,0,0-0,View Bio
2.0,"Huang, Ryan 2Huang, Ryan",8,8,529,0,1,1,2,0.0,1,0.5,0-0,0,0-0,View Bio
9.0,"Miseda, Jimmy 9Miseda, Jimmy",1,0,15,0,1,1,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"Brecknock, Jake 22Brecknock, Jake",5,0,35,0,0,0,2,0.0,0,0.0,1-0,0,0-0,View Bio
3.0,"Cherres, Billy 3Cherres, Billy",4,2,214,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
19.0,"Fahmy, Nick 19Fahmy, Nick",7,0,124,0,0,0,2,0.0,0,0.0,1-0,0,0-0,View Bio
21.0,"Johnson, Zachary 21Johnson, Zachary",4,0,56,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Kunkel, Jayson 1Kunkel, Jayson",8,8,720,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
4.0,"Larson, Evan 4Larson, Evan",8,8,709,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Milenge, Moise 8Milenge, Moise",0,0,0,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
20.0,"Mottl, Beacan 20Mottl, Beacan",8,8,630,0,0,0,2,0.0,0,0.0,1-0,0,0-0,View Bio
14.0,"O'Loughlin, Ian 14O'Loughlin, Ian",2,0,37,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
12.0,"Wilson, Owen 12Wilson, Owen",7,6,255,0,0,0,4,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,8,-,7909,19,19,57,125,0.152,73,0.584,31-1,4,1-1,
,Opponent,8,-,7906,11,5,27,71,0.155,32,0.451,38-2,2,1-1,
