#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
10.0,"Maddux, Dylan 10Maddux, Dylan",18,11,1151,7,10,24,21,0.333,17,0.81,0-0,2,0-0,View Bio
11.0,"Gojjam, Samuel 11Gojjam, Samuel",19,15,1158,7,3,17,44,0.159,20,0.455,2-0,0,0-0,View Bio
13.0,"Northing, Oliver 13Northing, Oliver",11,7,584,4,4,12,15,0.267,11,0.733,1-0,3,1-1,View Bio
7.0,"Hong, Anthony 7Hong, Anthony",15,9,708,4,3,11,27,0.148,18,0.667,2-0,1,0-0,View Bio
17.0,"Suzuki, Soma 17Suzuki, Soma",19,16,740,2,5,9,12,0.167,8,0.667,2-0,0,0-0,View Bio
6.0,"Serby, Zak 6Serby, Zak",16,12,1131,3,2,8,21,0.143,14,0.667,1-0,0,0-0,View Bio
15.0,"Willoughby, Jaxon 15Willoughby, Jaxon",19,4,848,3,2,8,20,0.15,13,0.65,1-0,0,0-0,View Bio
29.0,"Oni, Demi 29Oni, Demi",19,5,822,2,3,7,19,0.105,8,0.421,2-0,0,0-0,View Bio
16.0,"Gould, Ezra 16Gould, Ezra",19,6,997,1,3,5,7,0.143,4,0.571,1-0,1,0-0,View Bio
14.0,"O'Loughlin, Ian 14O'Loughlin, Ian",10,5,383,2,1,5,5,0.4,2,0.4,2-1,1,0-0,View Bio
24.0,"Pennachio, Jack 24Pennachio, Jack",18,16,1393,2,1,5,10,0.2,4,0.4,5-0,0,0-0,View Bio
3.0,"Cherres, Billy 3Cherres, Billy",13,9,671,0,3,3,2,0.0,1,0.5,3-0,0,0-0,View Bio
22.0,"Brecknock, Jake 22Brecknock, Jake",13,0,155,1,0,2,4,0.25,2,0.5,2-0,0,0-0,View Bio
19.0,"Fahmy, Nick 19Fahmy, Nick",17,4,526,1,0,2,7,0.143,3,0.429,1-0,0,0-0,View Bio
28.0,"Zhou, David 28Zhou, David",4,1,88,1,0,2,2,0.5,2,1.0,0-0,0,0-0,View Bio
2.0,"Huang, Ryan 2Huang, Ryan",19,19,1450,0,1,1,6,0.0,3,0.5,2-0,0,0-0,View Bio
9.0,"Miseda, Jimmy 9Miseda, Jimmy",2,1,43,0,1,1,0,0.0,0,0.0,0-0,0,0-0,View Bio
18.0,"Gallegos, Adam 18Gallegos, Adam",4,0,32,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Ijiwola, Josh 25Ijiwola, Josh",6,0,121,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
21.0,"Johnson, Zachary 21Johnson, Zachary",13,1,317,0,0,0,4,0.0,1,0.25,0-0,0,0-0,View Bio
1.0,"Kunkel, Jayson 1Kunkel, Jayson",17,17,1395,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
4.0,"Larson, Evan 4Larson, Evan",19,18,1588,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Milenge, Moise 8Milenge, Moise",0,0,0,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
20.0,"Mottl, Beacan 20Mottl, Beacan",19,18,1578,0,0,0,8,0.0,0,0.0,2-0,0,0-0,View Bio
5.0,"Murphy, Peter 5Murphy, Peter",2,1,33,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
99.0,"O'Neil, Caden 99O'Neil, Caden",5,2,315,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
12.0,"Wilson, Owen 12Wilson, Owen",18,12,572,0,0,0,4,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,19,-,18799,40,42,122,240,0.167,131,0.546,31-1,8,1-1,
,Opponent,19,-,18795,32,17,81,218,0.147,96,0.44,38-2,6,2-2,
