0,1,2
POINTS,2,Carleton (09/14/2024) Ripon (10/05/2024)
GOALS,1,Carleton (09/14/2024) Ripon (10/05/2024) Monmouth (IL) (10/29/2024) Lawrence (11/02/2024)
ASSISTS,1,Neb. Wesleyan (09/21/2024) Illinois Col. (10/12/2024) Monmouth (IL) (10/29/2024) Lawrence (11/02/2024)
SHOTS,2,Buena Vista (10/20/2024) Cornell College (10/23/2024) Beloit (10/26/2024)
SHOTS ON GOAL,1,Buena Vista (10/20/2024)
SAVES,1,Millikin (09/02/2024) Central (IA) (09/10/2024) Carleton (09/14/2024) Macalester (09/15/2024) Lake Forest (09/28/2024) Cornell College (10/23/2024)
FOULS,3,Lake Forest (09/28/2024) Beloit (10/26/2024)
CORNER KICKS,1,Coe (08/30/2024) Millikin (09/02/2024) Knox (10/01/2024) Buena Vista (10/20/2024) Cornell College (10/23/2024) Beloit (10/26/2024) Lawrence (11/02/2024)
