0,1,2
POINTS,11,Lake Forest (11/08/2024)
GOALS,4,Macalester (09/15/2024) Neb. Wesleyan (09/21/2024) Lake Forest (11/08/2024)
ASSISTS,3,Lake Forest (11/08/2024)
SHOTS,22,Simpson (09/24/2024)
SHOTS ON GOAL,12,Neb. Wesleyan (09/21/2024)
SAVES,12,Beloit (10/26/2024)
FOULS,18,Illinois Col. (10/12/2024)
CORNER KICKS,9,Carleton (09/14/2024)
