Statistic,High,Opponent
POINTS,24,Beloit (10/26/2024)
GOALS,8,Beloit (10/26/2024)
ASSISTS,8,Beloit (10/26/2024)
SHOTS,32,Beloit (10/26/2024)
SHOTS ON GOAL,20,Beloit (10/26/2024)
SAVES,8,Neb. Wesleyan (09/21/2024)
FOULS,17,Illinois Col. (10/12/2024)
CORNER KICKS,17,Beloit (10/26/2024)
