Statistic,High,Player,Opponent
POINTS,7,"Maddux, Dylan",Buena Vista (10/20/2024)
GOALS,3,"Maddux, Dylan",Buena Vista (10/20/2024)
ASSISTS,3,"Maddux, Dylan",Beloit (10/26/2024)
SHOTS,5,"Gojjam, Samuel Northing, Oliver",Beloit (10/26/2024) Lawrence (11/02/2024)
SHOTS ON GOAL,4,"Hong, Anthony Hong, Anthony",Beloit (10/26/2024) Monmouth (IL) (10/29/2024)
SAVES,7,"O'Neil, Caden",Macalester (09/15/2024)
FOULS,4,"Pennachio, Jack Serby, Zak Larson, Evan",Millikin (09/02/2024) Illinois Col. (10/12/2024) Beloit (10/26/2024)
