Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:55.50,"Nguyen, Villa, Bresnahan, Martin",Midwest Conference Indoor Championships,"Feb 23, 2018"
,1:56.85,"Bresnahan, Martin, Maddaus, Nguyen",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,1:57.95,"Holtzman, Bresnahan, Soderberg, Martin",Wartburg Indoor Invitational,"Feb 17, 2018"
