Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2013 (Friday)",4 pm,Away,Dubuque,"Dubuque, IA",,,"L,1-7",Box Score
"September 8, 2013 (Sunday)",11 am,Home,Neb. Wesleyan,,,,"W,3-2",Box Score
"September 11, 2013 (Wednesday)",4 pm,Home,Elmhurst,,,,"L,0-3",
"September 15, 2013 (Sunday)",12 pm,Away,St. Norbert,De Pere. WI,,,"L,0-4",
"September 21, 2013 (Saturday)",11 am,Away,Illinois Col.,"Jacksonville, IL",,,"L,0-2",
"September 22, 2013 (Sunday)",11 am,Away,Knox,"Galesburg, IL",,,"W,3-1",Box Score
"September 28, 2013 (Saturday)",11 am,Home,Monmouth (Ill.),,,,"L,1-2",Box Score
"October 6, 2013 (Sunday)",11 am,Home,Carroll (Wis.),,,,"W,3-0",
"October 9, 2013 (Wednesday)",7 pm,Away,Edgewood,"Madison, WI",,,"L,1-2",Box Score
"October 12, 2013 (Saturday)",1 pm,Away,Beloit,"Beloit, WI",,,"T,2-2",
"October 13, 2013 (Sunday)",12 pm,Home,Wis.-La Crosse,,,,"L,0-1",
"October 19, 2013 (Saturday)",3 pm,Away,Maranatha Baptist,"Watertown, WI",,,"W,1-0",Box Score
"October 23, 2013 (Wednesday)",3 pm,Home,Ripon,,,,"W,1-0",
"October 26, 2013 (Saturday)",11 am,Home,Grinnell,,,,"L,0-1",Box Score
"October 27, 2013 (Sunday)",11 am,Home,Cornell College,,,,"L,0-3",
"November 2, 2013 (Saturday)",12 pm,Away,Lake Forest,"Lake Forest, IL",,,"L,0-2",Box Score
