Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 3, 2013 (Sunday)",,Neutral,Loras College,,,,"L,4-12",
"March 4, 2013 (Monday)",,Neutral,Coe College,,,,"L,0-7",
"March 4, 2013 (Monday)",,Neutral,Coe College,,,,"L,2-11",
"March 5, 2013 (Tuesday)",,Neutral,Eastern Mennonite University,,,,"W,8-6",
"March 7, 2013 (Thursday)",,Neutral,St. Vincent College,,,,"L,6-9",
"March 8, 2013 (Friday)",,Neutral,Penn State Altoona,,,,"L,3-6",
"March 9, 2013 (Saturday)",,Neutral,Becker College,,,,"W,9-1",
"March 9, 2013 (Saturday)",,Neutral,Becker College,,,,"W,12-11",
"March 30, 2013 (Saturday)",,Away,Knox College,"Galesburg, Ill.",,,"L,9-16",
"March 30, 2013 (Saturday)",,Away,Knox College,"Galesburg, Ill.",,,"L,5-6",
"April 4, 2013 (Thursday)",,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,"L,1-9",
"April 4, 2013 (Thursday)",,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,"L,0-10",
"April 6, 2013 (Saturday)",,Home,University of Chicago,"Chicago, Ill./The Ballpark at Strong Stadium",,,"L,5-8",
"April 6, 2013 (Saturday)",,Home,University of Chicago,"Chicago, Ill./The Ballpark at Strong Stadium",,,"L,7-9",
"April 13, 2013 (Saturday)",,Home,Lawrence University,"Beloit, Wis./The Ballpark at Strong Stadium",,,"W,2-0",
"April 13, 2013 (Saturday)",,Home,Lawrence University,"Beloit, Wis./The Ballpark at Strong Stadium",,,"W,7-0",
"April 14, 2013 (Sunday)",,Home,Lawrence University,"Beloit, WIs./The Ballpark at Strong Stadium",,,"W,7-3",
"April 14, 2013 (Sunday)",,Home,Lawrence University,"Beloit, Wis./The Ballpark at Strong Stadium",,,"W,5-0",
"April 20, 2013 (Saturday)",,Away,Ripon College,"Ripon, Wis.",,,"L,2-3",
"April 20, 2013 (Saturday)",,Away,Ripon College,"Ripon, Wis.",,,"L,3-14",
"April 21, 2013 (Sunday)",,Home,Ripon College,"Beloit, Wis./The Ballpark at Strong Stadium",,,"L,4-11",
"April 21, 2013 (Sunday)",,Home,Ripon College,"Beloit, WIs./The Ballpark at Strong Stadium",,,"L,8-21",
"April 27, 2013 (Saturday)",,Away,Carroll University,"Waukesha, WIs.",,,"W,17-3",
"April 27, 2013 (Saturday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,0-2",
"April 28, 2013 (Sunday)",,Home,Carroll University,"Beloit, Wis./The Ballpark at Strong Stadium",,,"W,9-5",
"April 28, 2013 (Sunday)",,Home,Carroll University,"Beloit, Wis./The Ballpark at Strong Stadium",,,"L,2-9",
"May 2, 2013 (Thursday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,3-6",
"May 5, 2013 (Sunday)",,Home,St. Norbert College,"Beloit, WIs./The Ballpark at Strong Stadium",,,"W,7-3",
"May 5, 2013 (Sunday)",,Home,St. Norbert College,"Beloit, WIs,/The Ballpark at Strong Stadium",,,"L,0-9",
"May 5, 2013 (Sunday)",,Home,St. Norbert College,"Beloit, Wis./The Ballpark at Strong Stadium",,,"L,0-7",
"May 8, 2013 (Wednesday)",,Home,Milwaukee School of Engineering,"Beloit, Wis./The Ballpark at Strong Stadium",,,"W,5-2",
"May 8, 2013 (Wednesday)",,Home,Milwaukee School of Engineering,"Beloit, Wis./The Ballpark at Strong Stadium",,,"L,6-9",
