Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,37.89m,"124' 4""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Neckopulos, Alex",FR-1,34.44m,"113' 0""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Carlson, Athena",JR-3,30.01m,"98' 5""",Central College Open,"Apr 16, 2014"
