Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Burnell, Sarah",JR-3,2:12.64,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Smith, Eva",SO-2,2:24.59,2014 Midwest Conference T&F Championships,"May 9, 2014"
