Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:56.09,"Fritts, Ajinjeru, Miller, Burnell",2014 Midwest Conference T&F Championships,"May 9, 2014"
,4:11.48,"Bresette-Buccin, Ajinjeru, Miller, Fritts",Cornell College Invitational,"Apr 5, 2014"
