Name,GP,BLK,BLK/G
"#42 Morrissey, Kayla",24,14,0.6
"#11 Neckopulos, Alex",24,12,0.5
"#44 Guzzo, Daria",24,6,0.3
"#23 Boldt, Anne",24,4,0.2
"#24 Giles, Margaret",7,4,0.6
"#12 Lopez, Haley",24,2,0.1
"#21 Norton, Kaitlyn",24,2,0.1
"#10 Gatton, Sophia",24,1,0.0
"#05 Hirsh, Alissa",24,1,0.0
