#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,AST/G,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,AST/G,TO,STL,BLK,Bio Link
05,"Hirsh, Alissa 05 Hirsh, Alissa",18,18.0,600,33.3,111,226,0.491,6,19,0.316,44,65,0.677,272,15.1,5,48,53,2.9,36,85,4.7,48,29,1,View Bio
42,"Morrissey, Kayla 42 Morrissey, Kayla",18,18.0,522,29.0,84,186,0.452,14,39,0.359,41,55,0.745,223,12.4,28,74,102,5.7,31,25,1.4,27,22,11,View Bio
11,"Neckopulos, Alex 11 Neckopulos, Alex",18,18.0,473,26.3,60,133,0.451,0,0,0.0,28,47,0.596,148,8.2,51,135,186,10.3,43,10,0.6,44,25,9,View Bio
23,"Boldt, Anne 23 Boldt, Anne",18,17.0,456,25.3,40,125,0.32,18,71,0.254,31,36,0.861,129,7.2,16,35,51,2.8,30,15,0.8,30,20,3,View Bio
10,"Gatton, Sophia 10 Gatton, Sophia",18,17.0,522,29.0,49,147,0.333,17,63,0.27,15,18,0.833,130,7.2,5,18,23,1.3,39,30,1.7,28,10,1,View Bio
20,"Stariha, Lydia 20 Stariha, Lydia",18,0.0,276,15.3,19,49,0.388,5,14,0.357,14,19,0.737,57,3.2,10,21,31,1.7,28,7,0.4,17,9,0,View Bio
21,"Norton, Kaitlyn 21 Norton, Kaitlyn",18,1.0,170,9.4,15,38,0.395,7,19,0.368,4,6,0.667,41,2.3,6,15,21,1.2,22,5,0.3,10,5,1,View Bio
22,"Greenberg, Leah 22 Greenberg, Leah",17,0.0,108,6.4,14,54,0.259,13,50,0.26,0,0,0.0,41,2.4,3,5,8,0.5,10,4,0.2,4,1,0,View Bio
12,"Lopez, Haley 12 Lopez, Haley",18,0.0,156,8.7,13,31,0.419,7,18,0.389,4,4,1.0,37,2.1,0,11,11,0.6,8,7,0.4,5,5,1,View Bio
44,"Guzzo, Daria 44 Guzzo, Daria",18,0.0,196,10.9,13,40,0.325,0,0,0.0,7,21,0.333,33,1.8,9,31,40,2.2,30,1,0.1,13,8,4,View Bio
32,"Matosky, Jordan 32 Matosky, Jordan",14,1.0,62,4.4,3,7,0.429,0,0,0.0,5,10,0.5,11,0.8,10,10,20,1.4,6,4,0.3,9,3,0,View Bio
24,"Giles, Margaret 24 Giles, Margaret",7,0.0,22,3.1,1,3,0.333,0,0,0.0,2,2,1.0,4,0.6,1,5,6,0.9,4,0,0.0,0,1,4,View Bio
34,"Hellweg, Abby 34 Hellweg, Abby",6,0.0,15,2.5,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,0.2,1,0,0.0,0,0,0,View Bio
14,"Kasprak, Regan 14 Kasprak, Regan",4,0.0,5,1.3,0,3,0.0,0,1,0.0,1,2,0.5,1,0.3,0,1,1,0.3,0,0,0.0,0,0,0,View Bio
15,"Keller, Ariel 15 Keller, Ariel",4,0.0,11,2.8,0,0,0.0,0,0,0.0,1,2,0.5,1,0.3,0,3,3,0.8,1,1,0.3,0,0,0,View Bio
13,"Kessel, Hanna 13 Kessel, Hanna",4,0.0,6,1.5,0,2,0.0,0,0,0.0,1,2,0.5,1,0.3,1,0,1,0.3,0,0,0.0,1,0,0,View Bio
TM,Team  TM Team,18,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40,49,89,4.9,0,0,0.0,9,0,0,
,Total,18,,3600,200.0,422,1045,0.404,87,294,0.296,198,289,0.685,1129,62.72,186,461,647,35.9,289,194,10.8,245,138,35,
,Opponents,18,,3600,200.0,404,1030,0.392,80,293,0.273,190,273,0.696,1078,59.89,207,485,692,38.4,303,195,10.8,290,94,59,
