Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:26.59 #,"Ampim-Darko, Jacobs, O'Reilly, Willis",Midwest Conference Indoor Championships,"Feb 22, 2019"
,3:32.78 #,"O'Reilly, O'Reilly, Shults, Willis",2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,3:34.11 #,"O'Reilly, O'Reilly, Gregor, Willis",2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,3:38.53 #,"Shults, Jacobs, Taylor, Willis",Hilltop Invitational,"Jan 19, 2019"
