Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",SR-4,4:30.14 #,Luther Alumni Meet,"Feb 2, 2019"
,"Lieberman, Matthew",SO-2,4:32.64 #,Luther Alumni Meet,"Feb 2, 2019"
