Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Midlash, Nicholas",SO-2,2.91m,"9' 6.5""",2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Li, Frank",FR-1,2.77m,"9' 1""",Wartburg Indoor Invite,"Feb 16, 2019"
