Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:28.38,"Geiman, Gilbert, Cantor, Fuller",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,3:39.13,"Geiman, Cantor, Nickeson, Goodell",IC True Blue Invitational,"May 1, 2021"
