Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",7:00 PM,Away,UW-Platteville,"Platteville, Wis.",,,"L,1-2",Box Score
"September 6, 2016 (Tuesday)",4:30 PM,Home,Dubuque,Mount Vernon,,,"L,1-3",Box Score
"September 10, 2016 (Saturday)",1:00 PM,Home,Marian University,Mount Vernon,,,"W,3-2",Box Score
"September 12, 2016 (Monday)",5:00 PM,Away,Mount Mercy,Cedar Rapids,,,"L,1-3",Box Score
"September 14, 2016 (Wednesday)",7:00 PM,Away,Coe College,Cedar Rapids,,,"L,1-3",Box Score
"September 18, 2016 (Sunday)",11:00 AM,Home,Buena Vista,Mount Vernon,,,"W,4-0",Box Score
"September 21, 2016 (Wednesday)",7:00 PM,Away,Edgewood College,"Madison, Wis.",,,"L,2-3",Box Score
"September 24, 2016 (Saturday)",3:30 PM,Away,Lake Forest,"Lake Forest, Ill.",,,"L,1-3",Box Score
"September 25, 2016 (Sunday)",3:30 PM,Away,Ripon College,"Ripon, Wis.",,,"L,0-2",Box Score
"September 29, 2016 (Thursday)",4:30 PM,Home,Grinnell,Mount Vernon,,,"L,0-6",Box Score
"October 1, 2016 (Saturday)",3:30 PM,Home,Beloit,Mount Vernon,,,"L,2-3",Box Score
"October 2, 2016 (Sunday)",2:00 PM,Home,Central,Mount Vernon,,,"L,0-3",Box Score
"October 7, 2016 (Friday)",4:00 PM,Away,Monmouth,"Monmouth, Ill.",,,"L,1-4",Box Score
"October 15, 2016 (Saturday)",1:30 PM,Home,Lawrence,Mount Vernon,,,"W,2-1",Box Score
"October 16, 2016 (Sunday)",1:30 PM,Home,St. Norbert,Mount Vernon,,,"L,0-6",Box Score
"October 22, 2016 (Saturday)",3:30 PM,Home,Knox College,Mount Vernon,,,"L,0-1",Box Score
"October 23, 2016 (Sunday)",12:00 PM,Home,Nebraska Wesleyan,Mount Vernon,,,"L,1-2",Box Score
"October 29, 2016 (Saturday)",3:30 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,1-5",Box Score
