Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 27, 2019 (Tuesday)",5:00PM,Away,Millikin University,"Decatur, IL",,,Scrimmage,,History
"September 7, 2019 (Saturday)",6:00 pm,Away,Eureka College,"Eureka, IL",,,Lincoln Bowl,"L,28-42",Box ScoreRecapResults
"September 14, 2019 (Saturday)",1:00 pm,Home,Iowa Wesleyan University,"Galesburg, IL/Knosher Bowl",,,,"W,44-0",Box ScoreRecapResults
"September 28, 2019 (Saturday)",1:00 pm,Home,Beloit College,"Galesburg, IL/Knosher Bowl",,,,"W,45-21",Box ScoreRecapResults
"October 5, 2019 (Saturday)",2:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,3-28",Box ScoreRecapResults
"October 12, 2019 (Saturday)",2:00 pm,Away,University of Chicago,"Chicago, IL",,,,"L,6-37",Box ScoreRecap
"October 19, 2019 (Saturday)",1:00 pm,Home,Grinnell College,"Galesburg, IL/Knosher Bowl",,,,Canceled,
"October 26, 2019 (Saturday)",1:00 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,17-47",Box ScoreRecap
"November 2, 2019 (Saturday)",1:00 pm,Home,Cornell College,"Galesburg, IL/Knosher Bowl",,,Homecoming,"L,21-31",Box ScoreRecapResults
"November 9, 2019 (Saturday)",1:00 pm,Away,Monmouth College,"Monmouth, IL",,,131st Bronze Turkey Game,"L,3-31",Box ScoreRecap
"November 16, 2019 (Saturday)",12:00 pm,Home,Beloit College,"Galesburg, IL/Knosher Bowl",,,Midwest Conference Championship Week,"W,27-11",Box ScoreRecapResults
