Name,GP,3PM,3PA,3P%,3PM/G,3PA/G
"#15 Thomas, Sasha",24,44,180,0.244,1.8,7.5
"#05 Ahooja, Sofia",23,22,74,0.297,1.0,3.2
"#22 Woolam, Olivia",24,18,92,0.196,0.8,3.8
"#20 Stender, Kathryn",6,9,23,0.391,1.5,3.8
"#25 Heath, Tyria",24,6,44,0.136,0.3,1.8
"#13 Kessel, Hanna",24,6,46,0.13,0.3,1.9
"#21 Conroy, Keely",17,4,20,0.2,0.2,1.2
"#32 Coalson, Aidan",24,0,7,0.0,0.0,0.3
"#24 Shirley, Orion",4,0,1,0.0,0.0,0.3
"#12 Tomczik, Kate",24,0,11,0.0,0.0,0.5
