Name,GP,AST,AST/G
"#05 Ahooja, Sofia",23,48,2.1
"#25 Heath, Tyria",24,43,1.8
"#15 Thomas, Sasha",24,32,1.3
"#13 Kessel, Hanna",24,24,1.0
"#12 Tomczik, Kate",24,9,0.4
"#22 Woolam, Olivia",24,5,0.2
"#32 Coalson, Aidan",24,4,0.2
"#44 Guzzo, Daria",24,4,0.2
"#20 Stender, Kathryn",6,4,0.7
"#21 Conroy, Keely",17,1,0.1
"#42 Gubbrud, Ellie",17,1,0.1
"#11 Kricfalusi, Mikayla",16,1,0.1
"#24 Shirley, Orion",4,1,0.3
