School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Cornell College*^,8-0,1.000,19-12,.613,L1,11-3,5-5,3-4
Grinnell*,7-1,.875,21-10,.677,L1,12-2,6-5,3-3
Monmouth (IL)*,6-2,.750,19-11,.633,L2,7-1,7-4,5-6
Illinois Col.*,5-3,.625,14-15,.483,L1,5-3,4-7,5-5
Lawrence,4-4,.500,11-18,.379,W1,5-4,4-5,2-9
Lake Forest,3-5,.375,4-23,.148,L9,3-7,0-11,1-5
Knox,2-6,.250,3-22,.120,L4,3-4,0-10,0-8
Ripon,1-7,.125,10-18,.357,L1,4-11,2-6,4-1
Beloit,0-8,.000,4-21,.160,L3,2-8,2-9,0-4
