School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Cornell College^ *,8-0,1.000,20-12,.625,L1,9-2,5-4,6-6
Grinnell*,7-1,.875,20-14,.588,L1,10-5,6-4,4-5
Illinois Col.*,6-2,.750,11-15,.423,L4,8-4,3-5,0-6
Monmouth (IL)*,5-3,.625,14-15,.483,L1,6-3,2-6,6-6
Lake Forest,4-4,.500,9-18,.333,W1,6-5,2-6,1-7
Knox,3-5,.375,10-15,.400,L2,2-5,6-4,2-6
Ripon,2-6,.250,10-17,.370,W1,4-8,3-5,3-4
Beloit,1-7,.125,7-16,.304,L1,1-5,6-8,0-3
Lawrence,0-8,.000,5-18,.217,L12,2-6,0-8,3-4
