School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Cornell College^*,8-0,1.000,22-8,.733,L1,11-3,5-3,6-2
Lake Forest*,7-1,.875,16-13,.552,L1,8-5,5-6,3-2
Grinnell*,6-2,.750,17-11,.607,L5,8-2,6-5,3-4
Illinois Col.*,5-3,.625,12-18,.400,L1,6-5,5-6,1-7
Monmouth (IL),3-5,.375,11-15,.423,L3,3-4,5-4,3-7
Beloit,3-5,.375,7-17,.292,W3,4-8,3-7,0-2
Ripon,3-5,.375,5-21,.192,L2,4-8,0-7,1-6
Knox,1-7,.125,6-17,.261,L6,3-5,2-7,1-5
Lawrence,0-8,.000,1-26,.037,L22,0-9,0-9,1-8
