School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Cornell College,0-0,.000,4-0,1.000,W4,4-0,0-0,0-0
Lake Forest,0-0,.000,4-2,.667,L1,4-1,0-1,0-0
Illinois Col.,0-0,.000,4-4,.500,W3,3-1,1-3,0-0
Ripon,0-0,.000,2-3,.400,L1,1-2,1-1,0-0
Knox,0-0,.000,0-4,.000,L4,0-1,0-3,0-0
