Player,Longest,Current
"Hammond, Matt",11,6
"Fisher, Graham",10,10
"Godinsky, Matt",7,-
"Takayesu, Niko",7,-
"Mack, Anthony",7,5
"Penaflor, Ryan",7,4
"Slattery, Michael",6,-
"Bell, Walker",5,3
"Galanek, Sam",5,-
"Towner, Teague",4,1
"Petritis, Steven",4,1
"Kawahara, Yuki",3,1
"Voelker, Ross",2,-
"Klar, Coby",1,-
