Player,Longest,Current
"Mack, Anthony",24,9
"Fisher, Graham",16,10
"Penaflor, Ryan",16,16
"Hammond, Matt",11,6
"Bell, Walker",10,3
"Godinsky, Matt",10,-
"Takayesu, Niko",10,5
"Kawahara, Yuki",9,1
"Slattery, Michael",6,1
"Towner, Teague",5,1
"Voelker, Ross",5,-
"Galanek, Sam",5,-
"Petritis, Steven",4,1
"Klar, Coby",1,-
