#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
15.0,"Takayesu, Niko 15 Takayesu, Niko",38,14,24,0,1.0,2,0,0,0,0,View Bio
16.0,"Voelker, Ross 16 Voelker, Ross",18,7,11,0,1.0,1,0,0,0,0,View Bio
18.0,"Petritis, Steven 18 Petritis, Steven",9,9,0,0,1.0,0,0,0,0,0,View Bio
28.0,"Tinkham, Sam 28 Tinkham, Sam",7,0,7,0,1.0,0,3,1,0,0,View Bio
31.0,"Galanek, Sam 31 Galanek, Sam",5,5,0,0,1.0,0,0,0,0,0,View Bio
10.0,"Fisher, Graham 10 Fisher, Graham",4,1,3,0,1.0,0,1,2,0,0,View Bio
9.0,"Sales, Ian 9 Sales, Ian",4,0,4,0,1.0,0,3,0,0,0,View Bio
7.0,"Essig, John 7 Essig, John",3,2,1,0,1.0,0,0,0,0,0,View Bio
13.0,"Klar, Coby 13 Klar, Coby",1,0,1,0,1.0,0,0,0,0,0,View Bio
5.0,"Bell, Walker 5 Bell, Walker",154,148,4,2,0.987,11,0,0,0,0,View Bio
17.0,"Mack, Anthony 17 Mack, Anthony",30,27,2,1,0.967,1,0,0,0,0,View Bio
36.0,"Hammond, Matt 36 Hammond, Matt",114,99,11,4,0.965,0,7,4,5,2,View Bio
8.0,"Towner, Teague 8 Towner, Teague",65,18,44,3,0.954,4,0,0,0,0,View Bio
29.0,"Penaflor, Ryan 29 Penaflor, Ryan",21,20,0,1,0.952,0,0,0,0,0,View Bio
44.0,"Slattery, Michael 44 Slattery, Michael",41,11,26,4,0.902,3,0,0,0,0,View Bio
12.0,"Godinsky, Matt 12 Godinsky, Matt",28,25,0,3,0.893,0,0,0,0,0,View Bio
3.0,"Kawahara, Yuki 3 Kawahara, Yuki",46,12,27,7,0.848,6,0,0,0,0,View Bio
30.0,"Mack, Andrew 30 Mack, Andrew",8,0,6,2,0.75,1,0,1,0,0,View Bio
35.0,"Mathews, Noah 35 Mathews, Noah",0,0,0,0,0.0,0,0,0,0,0,View Bio
4.0,"Annerino, Michael 4 Annerino, Michael",0,0,0,0,0.0,0,0,0,0,0,View Bio
42.0,"Binversie, Ben 42 Binversie, Ben",0,0,0,0,0.0,0,0,0,0,0,View Bio
6.0,"Bernholtz, Jacob 6 Bernholtz, Jacob",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,596,398,171,27,0.955,29,14,8,5,2,
,Opponents,570,394,142,34,0.94,20,58,8,6,0,
