Player,2,3,4,5+,Total
"Mack, Anthony",11,2,1,1,15
"Fisher, Graham",9,4,-,-,13
"Hammond, Matt",8,5,-,-,13
"Penaflor, Ryan",7,4,-,-,11
"Bell, Walker",7,3,-,-,10
"Towner, Teague",6,-,-,-,6
"Takayesu, Niko",4,1,1,-,6
"Kawahara, Yuki",3,1,-,-,4
"Godinsky, Matt",3,1,-,-,4
"Galanek, Sam",3,1,-,-,4
"Slattery, Michael",3,1,-,-,4
"Petritis, Steven",1,-,-,-,1
TEAM,65,23,2,1,91
