Statistic,High,Opponent
PUTOUTS,27,St. Norbert College (3/18/2015); Ripon College (3/20/2015); Central College (3/25/2015); Simpson College (3/26/2015); Monmouth College (4/2/2015)
ASSISTS,17,Augustana (4/15/2015)
ERRORS,6,Illinois College (5/2/2015)
PASSED BALLS,2,Illinois College (5/2/2015)
DPS TURNED,2,Simpson College (3/26/2015); WashU (4/11/2015); WashU (4/12/2015); Knox College (4/27/2015)
