Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/15/2015,vs,Anderson University,W,11-3,41,11,18,10,1,1,0,3,0,3,1,2,2,0,1,3,27,8,0,0.439
3/16/2015,vs,Franklin & Marshall,L,0-12,23,0,4,0,2,0,0,2,0,0,1,1,0,0,1,6,21,12,2,0.174
3/16/2015,vs,Franklin & Marshall,L,5-10,30,5,8,4,4,0,0,2,0,1,0,1,0,1,0,6,18,10,3,0.267
3/17/2015,vs,Hope College,L,2-9,28,2,8,2,1,0,0,1,0,0,0,0,0,0,0,6,18,8,1,0.286
3/17/2015,vs,Hope College,L,4-6,27,4,8,4,2,0,0,6,0,1,1,0,1,0,0,2,21,14,1,0.296
3/18/2015,vs,St. Norbert College,L,2-8,34,2,6,1,1,0,0,3,0,0,0,0,0,0,0,6,27,9,0,0.176
3/20/2015,vs,Ripon College,W,8-3,36,8,15,8,1,0,0,3,0,0,0,2,1,0,2,8,27,9,4,0.417
3/21/2015,vs,Univ. of St. Thomas,L,5-10,26,5,3,3,0,0,0,3,0,0,0,0,1,0,0,8,21,9,4,0.115
3/21/2015,vs,Univ. of St. Thomas,L,4-9,28,4,8,4,1,0,1,3,0,0,0,1,0,0,1,3,18,7,1,0.286
3/22/2015,vs,UW-Oshkosh,L,3-5,36,3,10,3,0,0,1,2,0,1,0,2,0,0,0,5,24,10,3,0.278
3/25/2015,vs,Central College,W,9-8,31,9,8,8,2,0,3,5,0,1,1,0,0,1,1,7,27,10,2,0.258
3/26/2015,,Simpson College,W,9-1,35,9,12,9,1,1,3,6,0,0,0,5,0,0,1,7,27,14,2,0.343
4/2/2015,,Monmouth College,L,5-9,33,5,11,4,1,0,0,2,0,5,0,2,1,1,0,5,27,11,2,0.333
4/2/2015,,Monmouth College,W,15-14,41,15,18,15,4,0,4,4,0,1,0,2,2,2,0,5,27,7,2,0.439
4/4/2015,at,Monmouth College,L,1-2,32,1,9,1,1,0,0,6,0,1,2,0,1,0,0,5,24,13,2,0.281
4/4/2015,at,Monmouth College,W,3-1,29,3,4,3,0,0,0,4,0,1,0,1,2,0,0,5,27,11,1,0.138
4/7/2015,at,Simpson College,L,4-5,36,4,12,3,2,0,0,5,0,1,1,2,0,1,1,7,25,13,2,0.333
4/11/2015,at,WashU,W,4-2,34,4,7,3,2,0,0,3,0,0,0,1,1,0,0,2,27,9,2,0.206
4/11/2015,at,WashU,W,7-2,39,7,13,5,4,1,0,3,0,2,0,0,0,0,0,5,27,11,1,0.333
4/12/2015,at,WashU,L,5-7,34,5,9,3,3,0,0,2,0,2,0,0,2,0,1,3,25,14,2,0.265
4/12/2015,at,WashU,W,4-0,25,4,6,4,0,0,2,3,0,0,0,0,0,0,1,6,21,5,0,0.24
4/15/2015,at,Augustana,L,5-15,33,5,7,5,0,0,0,4,0,0,1,0,0,0,1,8,24,17,2,0.212
4/17/2015,at,Cornell College,L,3-4,30,3,4,2,0,0,0,5,0,1,0,3,2,0,0,13,24,11,0,0.133
4/17/2015,at,Cornell College,L,1-5,34,1,8,1,1,0,0,3,0,0,0,1,0,0,0,8,24,9,1,0.235
4/18/2015,,Cornell College,W,11-1,29,11,9,8,1,0,1,7,0,2,0,1,3,0,1,2,24,15,1,0.31
4/18/2015,,Cornell College,W,3-2,19,3,5,2,0,0,0,3,0,0,0,0,1,0,0,0,17,4,0,0.263
4/26/2015,,Knox College,W,5-3,31,5,9,5,2,0,0,4,0,2,0,0,1,2,0,9,27,12,3,0.29
4/26/2015,,Knox College,W,14-1,27,14,11,14,4,1,2,8,0,2,0,2,1,0,0,3,21,9,2,0.407
4/27/2015,at,Knox College,W,11-10,39,11,15,8,4,0,1,8,0,5,0,0,3,1,2,5,27,14,3,0.385
4/27/2015,at,Knox College,W,10-2,37,10,12,7,2,0,0,7,0,3,0,2,4,1,1,5,27,14,1,0.324
4/29/2015,at,Coe College,L,5-14,34,5,8,4,2,0,1,3,0,1,0,1,0,0,1,5,24,12,4,0.235
5/2/2015,,Illinois College,W,12-0,29,12,12,12,3,0,3,3,0,1,0,0,1,0,0,4,21,15,0,0.414
5/2/2015,,Illinois College,L,5-8,34,5,9,5,1,1,0,4,0,2,0,1,2,0,0,7,27,8,6,0.265
5/3/2015,at,Illinois College,W,7-6,36,7,10,6,2,0,0,4,0,2,0,1,3,0,0,5,27,8,2,0.278
5/3/2015,at,Illinois College,W,6-0,36,6,16,6,1,0,2,0,0,1,2,0,3,0,1,5,27,10,1,0.444
5/8/2015,,St. Norbert College,L,3-11,34,3,9,3,1,0,0,3,0,1,0,0,1,0,1,5,27,15,4,0.265
5/8/2015,at,Cornell College,L,4-8,36,4,11,3,2,0,1,2,0,3,0,1,0,0,2,5,24,6,1,0.306
Total,,,,215-216,1196,215,352,188,59,5,25,139,0,46,10,35,39,10,20,199,898,393,68,
