#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
16.0,"Voelker, Ross 16 Voelker, Ross",26,10,16,0,1.0,2,0,0,0,0,View Bio
28.0,"Tinkham, Sam 28 Tinkham, Sam",12,1,11,0,1.0,0,3,2,0,0,View Bio
9.0,"Sales, Ian 9 Sales, Ian",6,0,6,0,1.0,0,5,0,0,0,View Bio
13.0,"Klar, Coby 13 Klar, Coby",3,0,3,0,1.0,0,0,0,0,0,View Bio
4.0,"Annerino, Michael 4 Annerino, Michael",2,1,1,0,1.0,0,0,0,0,0,View Bio
42.0,"Binversie, Ben 42 Binversie, Ben",1,0,1,0,1.0,0,2,0,0,0,View Bio
6.0,"Bernholtz, Jacob 6 Bernholtz, Jacob",1,1,0,0,1.0,0,0,0,0,0,View Bio
5.0,"Bell, Walker 5 Bell, Walker",312,301,8,3,0.99,22,0,0,0,0,View Bio
17.0,"Mack, Anthony 17 Mack, Anthony",70,64,5,1,0.986,1,0,0,0,0,View Bio
15.0,"Takayesu, Niko 15 Takayesu, Niko",136,52,80,4,0.971,13,0,0,0,0,View Bio
29.0,"Penaflor, Ryan 29 Penaflor, Ryan",61,56,3,2,0.967,0,0,0,0,0,View Bio
36.0,"Hammond, Matt 36 Hammond, Matt",222,190,22,10,0.955,0,13,8,8,2,View Bio
18.0,"Petritis, Steven 18 Petritis, Steven",43,36,5,2,0.953,0,0,0,0,0,View Bio
12.0,"Godinsky, Matt 12 Godinsky, Matt",52,44,5,3,0.942,0,0,0,0,0,View Bio
10.0,"Fisher, Graham 10 Fisher, Graham",34,23,9,2,0.941,2,1,4,0,0,View Bio
8.0,"Towner, Teague 8 Towner, Teague",152,46,94,12,0.921,13,0,0,0,0,View Bio
31.0,"Galanek, Sam 31 Galanek, Sam",31,25,3,3,0.903,0,9,1,2,0,View Bio
35.0,"Mathews, Noah 35 Mathews, Noah",10,0,9,1,0.9,0,2,2,0,0,View Bio
44.0,"Slattery, Michael 44 Slattery, Michael",94,22,61,11,0.883,5,0,0,0,0,View Bio
3.0,"Kawahara, Yuki 3 Kawahara, Yuki",68,23,36,9,0.868,6,0,0,0,0,View Bio
30.0,"Mack, Andrew 30 Mack, Andrew",15,0,12,3,0.8,1,5,1,0,0,View Bio
7.0,"Essig, John 7 Essig, John",5,2,2,1,0.8,0,3,0,0,0,View Bio
11.0,"Lopez, Sam 11 Lopez, Sam",3,1,1,1,0.667,0,1,0,0,0,View Bio
2.0,"Brown, Ryan 2 Brown, Ryan",0,0,0,0,0.0,0,0,0,0,0,View Bio
21.0,"Anderson, Tyler 21 Anderson, Tyler",0,0,0,0,0.0,0,0,0,0,0,View Bio
27.0,"Weaver, Brad 27 Weaver, Brad",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1359,898,393,68,0.95,25,44,18,10,2,
,Opponents,1322,910,356,56,0.958,25,92,20,11,0,
