Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:33.82 #,"Fuller, Heagy, Boev, Cantor",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,3:37.77 #,"Fadden, Fuller, Heagy, Cantor",Darren Young Classic,"Feb 11, 2023"
,3:39.11 #,"James, Mendola, Milenge, Fuller",Grinnell Invitational,"Jan 28, 2023"
,3:39.17 #,"Boev, Robinson, Ching, Chestovich",Darren Young Classic,"Feb 11, 2023"
,3:39.27 #,"Walcher, Stefan, Boev, Cantor",Hilltop Invitational,"Jan 21, 2023"
,3:55.46 #,"Milenge, Goodell, Ramsey, Ching",Grinnell Opener,"Dec 9, 2022"
