Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,16.60m,"54' 5.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Bean, Garret",SO-2,15.01m,"49' 3""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Richter, Theo",JR-3,14.94m,"49' 0.25""",Grinnell Opener,"Dec 9, 2022"
