Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2012 (Saturday)",6 pm,Home,Beloit,,,,"W,20-6",Box ScoreRecap
"September 8, 2012 (Saturday)",6 pm,Home,Concordia (Ill.),,,,"L,26-27",Box ScoreRecap
"September 15, 2012 (Saturday)",6 pm,Away,Elmhurst,,,,"L,0-33",Box ScoreRecap
"September 22, 2012 (Saturday)",1 pm,Away,Oberlin,,,,"W,28-9",Box ScoreRecap
"October 6, 2012 (Saturday)",12 pm,Home,Allegheny,,,,"W,10-0",Box ScoreRecap
"October 13, 2012 (Saturday)",1 pm,Away,Wittenberg,,,,"L,17-41",Box ScoreRecap
"October 20, 2012 (Saturday)",1 pm,Away,Hiram,,,,"W,23-7",Box ScoreRecap
"October 27, 2012 (Saturday)",1 pm,Home,Case Western Reserve,,,,"L,15-28",Box ScoreRecap
"November 3, 2012 (Saturday)",12 pm,Away,Carnegie Mellon,,,,"L,14-31",Box ScoreRecap
"November 10, 2012 (Saturday)",12 pm,Home,Washington (Mo.),,,,"L,7-23",Box ScoreRecap
