Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Austen, Alex",FR-1,12.40m,"40' 8.25""",Darren Young Classic,"Feb 15, 2020"
,"Richter, Theo",FR-1,11.43m,"37' 6""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
