Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Jacobs, Tommy",SO-2,23.82,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019",NWI
,"Hiser, Alexander",FR-1,23.87,Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"Geiman, Brad",JR-3,24.07,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
