0,1,2,3,4,5
Grinnell College,347,357,704,128,13th
Alex Plemmons,86,87,173,29,t-29th
Mallory Messin,87,88,175,31,t-36th
Hailey Speck,88,91,179,35,t-54th
Stephanie Spahr,86,94,180,36,t-60th
Natalie Klee#,95,87,182,38,t-69th
Kayleigh Kresse,91,91,182,38,t-69th
Elizabeth Burnett#,89,95,184,40,t-77th
